,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
2020-06-07,0.2457250441958608,0.1784986069641006,0.1417797305225071,0.2153640757709382,0.18847059822760803,0.22537834610387258,0.29493161286399316,0.12363370511248004,0.38286253198233766,0.236737139142289,0.2770720186216045,0.2483950001460503,0.1905150892582385,0.21767739523143415,0.2129695215711135,0.15940586233161258,0.21717478740012222,0.2019077116239785,0.3192434481209921,0.6954921411734262,0.28366365775307595,0.34135412135006127,0.28604154242033647,0.2925802520187604,0.22928759582837693,0.23190003961217776,0.18404698954379167
2020-06-08,0.1913684576821947,0.7117743592950009,0.17666947031670058,0.2380030818388799,0.14340631433593157,0.2282994134466248,0.1399046520016619,0.19063651934265458,0.39186482759736513,0.28794945271845956,0.20335199749624802,0.2807301599658496,0.2046848352014768,0.20415299626508082,0.23226800087927474,0.17316805976824448,0.15610101028612094,0.2543506113522175,0.2985761744268827,0.4779178474685065,0.20800978345267618,0.3833702420239094,0.2669210164920177,0.2375082975476438,0.18469035296927555,0.218921989328819,0.17049174405163128
2020-06-09,0.16624587217168127,0.23466333664464836,0.17826047838690187,0.2775412046433049,0.16319743342797247,0.22687724233574602,0.2131177019762779,0.1745242494426855,0.40878309480824004,0.31111360455156556,0.25034504539948865,0.28660349820209663,0.22071342819818485,0.22611007474190453,0.237528664980796,0.17968981290757352,0.15394720928678662,0.2709680364109046,0.30458824499946563,0.4634462293279518,0.24959275450983387,0.43896245888516905,0.2802084512669573,0.254256598093902,0.18359118759111354,0.21942441419001726,0.2066220267150977
2020-06-10,0.1798418945803792,0.2603116901631155,0.17247804506385664,0.26526704551046953,0.16912827468334532,0.22675173403495408,0.14214737472022332,0.19623084781030192,0.3494843872614473,0.2692809869977511,0.22184147537158552,0.298366869469728,0.25046935041996726,0.2020884967852868,0.25967273570094207,0.18381143858422905,0.16536741061816454,0.27806713433577507,0.2934628935665384,0.4841931422175192,0.26240489993072563,0.45034315933001057,0.2622597227629288,0.29758540509687376,0.159378032661685,0.2271888943313555,0.1804708869644899
2020-06-11,0.22524329834600598,0.2211597412595734,0.1609010143094059,0.27035883723571347,0.17355265757152571,0.22439194346906022,0.14407566518277995,0.13096211838420835,0.3442477996612103,0.28438996927597754,0.18664381514916245,0.18213475216022562,0.14813815380622672,0.1904337022719432,0.26502811464981074,0.17288238888178542,0.1723677534269081,0.19387933977308075,0.2676758180513596,0.47101887434610723,0.2224581583995853,0.46882322979490226,0.28582525725265207,0.31777936960662473,0.18304148596021697,0.2334549035137155,0.20325532152228012
2020-06-12,0.16700411136844248,0.23675749790195022,0.1764316544939787,0.2843379860385668,0.14977292329649267,0.212560034970741,0.24716533910251753,0.12308031136385328,0.45020021466321475,0.29736630241271333,0.22298160348799745,0.2269570736422295,0.20979787011236198,0.19246329632549558,0.27013539091725086,0.18021196958472832,0.18013012157782193,0.3742790220030665,0.26738393339902494,0.4671047749442845,0.22933584386688569,0.46463217956963254,0.30710063893415285,0.3456570198332974,0.1704536687075288,0.24648976287882443,0.14254686542083034
2020-06-13,0.17761299860407675,0.19397921823104972,0.1964001025234866,0.31484446797075133,0.19139199736191917,0.1747210183325729,0.18429996379884106,0.17407370134683817,0.4686065480028612,0.19755587633854702,0.2965120917140549,0.13778801409379182,0.2543387665503535,0.1932788569648075,0.2392155459288527,0.1981127293136418,0.1734160856185648,0.33590208877568234,0.3184051937659116,0.4324336331415302,0.26448684710767567,0.475584300199797,0.32590014513481563,0.3604962602468975,0.28848183331032534,0.24955961653338007,0.16905489102627352
2020-06-14,0.2226939644419651,0.2885379933949093,0.196731507373871,0.3184537854440743,0.1900338472815565,0.15715254918305663,0.19280125099302647,0.19976629499739817,0.5389822671370262,0.19082183309017733,0.32093187645144294,0.21296860626681074,0.2881850447333322,0.1753456465627161,0.2530477397658894,0.2159646095556981,0.16761164641229725,0.28939595465754137,0.3014448297037639,0.4537825727877532,0.2862446118687091,0.579944730578776,0.3009618398935347,0.3875624278250031,0.3906587439010069,0.23658686827634512,0.1979202461635197
2020-06-15,0.34064137584759246,0.18190782196288405,0.13801383164531086,0.3244517012585792,0.20525052005046066,0.1852091826192858,0.3825683891978262,0.15687355934502908,0.527487204343854,0.224479617881618,0.2769786660354274,0.20626203134282511,0.2764963803435103,0.09472863368695963,0.27018850134784406,0.21087063000685657,0.1732227166268048,0.3100607584056183,0.34959253383607436,0.455428785895199,0.2653882510104768,0.8724729924781759,0.3031000713155315,0.3573503278121618,0.7082166302445322,0.24533198659568167,0.18006356324002004
2020-06-16,0.18165647401562177,0.11646663160450815,0.13304935425755438,0.36631058574473413,0.2267660885591555,0.22842319379840503,0.25344575086894366,0.15851988888047105,0.6220674851304652,0.2540808212734792,0.30490077333092475,0.20717086815549723,0.308286430001331,0.09067351344600871,0.27265619577963235,0.19812742233465816,0.1623201900401095,0.3030610605798724,0.3559995857072553,0.4562964499488853,0.17282936644563526,0.6710458598008405,0.3497919451627875,0.3830647916869716,0.25463638171886616,0.24062532318373664,0.22465764797821158
2020-06-17,0.20696258705451112,0.13181453678072544,0.1502342984926485,0.3767138114258352,0.2204727115947668,0.23094385413768262,0.16871101164541172,0.16131617224536604,0.4497759007828629,0.28339210080141997,0.33592906086908575,0.2348300572578582,0.1391481900926614,0.08223820163939412,0.25686926099804347,0.18515901308283783,0.16180885597325023,0.1621659323507609,0.333116753930976,0.47638107367708016,0.2068351764899418,0.39676260147239983,0.3740432127826255,0.35245703842821563,0.3367572438707643,0.22916604391627296,0.19328539104995196
2020-06-18,0.21403663887731794,0.11311782487861279,0.15978557552408482,0.49222352307347206,0.231672650260504,0.23122633366559978,0.14199095336932988,0.17288290763997724,0.36249448611911916,0.272650190791967,0.3445029316271327,0.1756516181316513,0.3299888795527494,0.12277711644493988,0.579088438133756,0.18375725685828379,0.1666278374528096,0.15301499120549425,0.3176320409739491,0.505317704846232,0.3376270288475838,0.44588861484141584,0.3578385789589696,0.34022019734495573,0.36212207709338684,0.31191919424791403,0.21380369172810712
2020-06-19,0.2542797154515488,0.1310676359450836,0.12713557282511584,0.40905917623913407,0.24263805089834753,0.23069050962245308,0.1235306224862284,0.16376139007805923,0.4333189716298621,0.27257974124884526,0.38123369706606525,0.20605285687900732,0.12794751981211058,0.0791216735016705,0.6986571850336597,0.18337381897448024,0.20275470014628663,0.12616525161007516,0.33398484871712825,0.5577113327187979,0.27426311213410987,0.4752202501535565,0.27437659762846994,0.32294104560897474,0.2896969648964173,0.5829810211987586,0.255051688590261
2020-06-20,0.24837092023548876,0.12166696276361537,0.17165315597418598,0.4984160214738767,0.2748593902386241,0.2332585156709316,0.11397709798189487,0.17144661891802737,0.33673044627996085,0.25008819995219705,0.2944680909233275,0.16217013396059388,0.1319988891935366,0.08493223780035364,0.40851253974820084,0.17636846721891902,0.14212893745459707,0.13519378289734,0.32552250375992436,0.49277264710380536,0.2859707246485648,0.4428664558249017,0.26999532951582117,0.30509131335858025,0.17859447495570063,0.30989387038133814,0.1844218292355291
2020-06-21,0.2381308787600044,0.12257831515405289,0.19237880047072808,0.5412013962214107,0.28239403801144225,0.23677145257623133,0.10517399006045376,0.1831410416943735,0.33325020247444237,0.17722511065863078,0.3699389791907349,0.19491695863314318,0.1453304483754323,0.10948582765632606,0.34074546775309317,0.18706105969139566,0.15102420555076834,0.15022446532686895,0.31131047446701,0.451953778751007,0.3358797161987291,0.591039145027807,0.26789144737168985,0.32802398620334583,0.19331738321697933,0.31554264085544986,0.18995904150989446
2020-06-22,0.22585685050119877,0.12755079077482387,0.19455383871951953,0.9315510205337233,0.2830379961318826,0.24974144542567112,0.1230553377074154,0.19711537005269386,0.2634046562066336,0.2020670032704291,0.3293514888868647,0.17910636049701276,0.16704043869607865,0.13745051633954766,0.29253959658744055,0.15923828256652242,0.14211970882645963,0.12574684662710767,0.271690560580055,0.44055218500276505,0.23401968865096587,0.5664103045809608,0.2628371041241081,0.35013719169634183,0.1833043492578804,0.3488664891918668,0.19948878866141234
2020-06-23,0.25877490002986014,0.08065152982139234,0.21873562367423718,0.7881343127957878,0.30061526693795876,0.23579008008963392,0.14316799290441148,0.2274577906847584,0.27720856037128705,0.21313056770277788,0.2189260009211692,0.1890109522254713,0.16250743128419828,0.15410337497032853,0.2490947570249263,0.13589999088352628,0.14445955114704545,0.13553795212030953,0.30216588602860134,0.4399357856322584,0.23181182361416702,0.7001006613300194,0.28125674131153394,0.17147299636354468,0.19129494531527574,0.29990905529298667,0.15179268686215874
2020-06-24,0.26117442707558447,0.08623500466868718,0.22345958568117646,0.729935606985842,0.3031098534523045,0.2425592846712823,0.1282958412472358,0.19711366501933092,0.28008930957520933,0.22769250347221254,0.24403147451431242,0.1888399124648329,0.09965016954803915,0.1659375324641402,0.2182843677556342,0.14190388278716196,0.16665114796531508,0.1088617207998123,0.29453990580884554,0.4827998141325082,0.23031000647193375,0.49085624503861636,0.28717297456595153,0.13268573965515576,0.19980739665293817,0.25367160914961356,0.14194644695903977
2020-06-25,0.2655977776812058,0.08056131252945219,0.2158277672807209,0.6523522952730784,0.26994176841219164,0.2404002577522485,0.13561884351986755,0.20933187163661582,0.2841071376419512,0.2209169025412711,0.24184669782204718,0.17587600693768884,0.1122244078148376,0.16450183203062627,0.1616975574253059,0.1419721049363811,0.17268132727724309,0.13587110136119038,0.2962586201449758,0.3538025863739702,0.2809246346658999,0.46710787145589255,0.2619962042806057,0.1353243815162565,0.1869058514438055,0.1968971115813898,0.13790206765805044
2020-06-26,0.2754889250372929,0.07524261139835356,0.21793581161095568,0.8027547851099422,0.27986388620185726,0.24084329484039763,0.14143084192203326,0.19364322790620356,0.2706029324321909,0.23671326478101357,0.374287221184211,0.18084948639586296,0.12377095259718512,0.16041715246179875,0.16897434840519207,0.15796816538901043,0.15448580507277068,0.15699389496501212,0.31997600377543806,0.36973331805260823,0.40620948504316545,0.5022418128260658,0.2193252075704827,0.13862313786944877,0.19083986834716354,0.18859825307129724,0.16018497132436846
2020-06-27,0.2647785981070136,0.13033460977868563,0.21606926082749442,0.593375183156371,0.6237808943461901,0.24154846754460238,0.15634874823783093,0.3750195662957006,0.28571323419066436,0.24407428667687708,0.40577293981844065,0.1880612877564581,0.11477388155116439,0.18746036046684347,0.17438472071412323,0.15084279180089233,0.1417876883537876,0.11690186614128577,0.3418975227793024,0.3621326013868225,0.19414596931606581,0.6672759634492987,0.19653928298941525,0.1509437951121729,0.1703637325161478,0.18834402874223058,0.17337810278249727
2020-06-28,0.2629512306250051,0.07346908390036742,0.24724986528396567,0.4912065101969477,0.29318324810192337,0.2489040519783248,0.13850534402803824,0.14603313476878343,0.27679562393208673,0.22203024153914636,0.3689479891489643,0.19432081474057583,0.13886502094472367,0.1534652368610362,0.18079595041986946,0.14516736678423625,0.15720751112888515,0.14253707863934598,0.36532392728999624,0.3057353816412124,0.2300161826414851,0.4671539363013875,0.18917567715573483,0.17532403371695027,0.1842542536930548,0.2041127042596497,0.1830962451673787
2020-06-29,0.2808633629245792,0.07929246531848604,0.22583244334494795,0.5053590341588324,0.21548833768372166,0.27230720692618116,0.14936268573999592,0.17132000572826386,0.30870712234185765,0.21234487662736348,0.22561153146346397,0.17955312332880646,0.15832867704532136,0.15692113601996388,0.1562776606900154,0.13112218828890873,0.15999513197477286,0.14283538617665378,0.3013099987433241,0.668419821279251,0.25656500468714677,0.3906260847333198,0.1543016301016605,0.19758323779554876,0.20225089747765912,0.16584402991414468,0.18536137628387694
2020-06-30,0.22843237966427293,0.08213049497724208,0.28148215886987105,0.5250808227988008,0.18696605448905004,0.2507967974587907,0.1675772330632814,0.1554329940732326,0.29401769652874427,0.17193812319063753,0.153094820123495,0.250061503237769,0.22349821037291953,0.15133296262289883,0.16211450351141338,0.12318429523456371,0.15484484749802557,0.12051721040678588,0.2952421943810369,0.42100982955360405,0.2897372825005882,0.35298345322542674,0.13989830887768862,0.19296354718415437,0.17165525162164955,0.18820650550736467,0.1555664896427811
2020-07-01,0.24908012866882837,0.08166272082866571,0.26191013090551024,0.4912295413164818,0.15845102893118249,0.21099242553214675,0.12015363111845562,0.1786506160995766,0.2964735669736582,0.23687798608490854,0.14753555225726092,0.1866778678550327,0.15955032311491274,0.144364513663916,0.16456094542146937,0.14580322377420732,0.1674376246129803,0.11821691138379901,0.2926632903757233,0.4720941225557055,0.20243348529649405,0.35667576765368497,0.12786987054551976,0.32302484711709617,0.15540774441845262,0.18668915077923348,0.1774159491279996
2020-07-02,0.26251220165947137,0.06411587483683069,0.21591243724381956,0.42635163306198964,0.15661660828404547,0.20981044663543852,0.11537998309166027,0.15518509568803637,0.28743185088961215,0.2461152978281985,0.15796279647701597,0.17581201383863732,0.14631275872896832,0.14849777679334197,0.15362546271786826,0.09894210433853802,0.17291551975249086,0.4051053013736506,0.3461272617262906,0.46843062650334594,0.2122371379612056,0.5117820778026542,0.15959641063564453,0.2377594182026315,0.19561344225681057,0.18545334470372796,0.1527740567928158
2020-07-03,0.22781316932413243,0.08002362644954833,0.22183933821061014,0.4329043160168354,0.1651545306647257,0.21631423161520946,0.09781203999140667,0.15390284981438287,0.3027172256670541,0.2591869742339651,0.1675344363307982,0.14497941128300648,0.15851016916011829,0.1115641701670569,0.16567028452929794,0.09846435185341146,0.1995822850561621,0.404986634438266,0.3832257739026548,0.4427536023640056,0.14055177946360087,0.40781124885026754,0.15759392823647783,0.1500506303270934,0.16866714601877117,0.1878125997126437,0.14604701560055272
2020-07-04,0.24699096534485987,0.11842099171563163,0.22553765388627936,0.43986080612293676,0.18816024701335535,0.2543231070075751,0.10240014999220984,0.1744484851783269,0.28216714888754474,0.19915837158646474,0.16701043133512156,0.15348458429675038,0.262633235990028,0.08901434928150352,0.1793108582353016,0.09838345989374261,0.19042585322115485,0.4472652865582516,0.4418114326727465,0.48029404711169094,0.2007026117792151,0.3980127970237517,0.20529214762635706,0.14440438108215636,0.15273031034550597,0.17648143251076942,0.23599209008792787
2020-07-05,0.1891144075910869,0.12799328835896637,0.18214860597361157,0.38393376083686187,0.1563643575450896,0.2560631113380363,0.12012091817682852,0.16567465146366336,0.29379457712836765,0.2551191558370381,0.18360880082174752,0.1356382919497249,0.21753672397754187,0.11881019328653546,0.20126648640330203,0.12429229034279152,0.18692995448279337,0.11089313732425862,0.43131558438773254,0.4960255552151157,0.27392673372594767,0.3607868971899353,0.2102009694879432,0.1581418828172301,0.21963256415108265,0.20730718281620142,0.19891466738155383
2020-07-06,0.15226071014546566,0.1432180831330102,0.16061458542322138,0.22529303270108103,0.15916198956236643,0.272771795770881,0.13162847467447236,0.16523783724779145,0.3567065990573686,0.24673258534744227,0.16988314762248496,0.1350999133826828,0.22874219515453215,0.08140947663047925,0.18554459359754127,0.10529469343820422,0.17489527925286577,0.10010407924627446,0.40609656804971256,0.48421805675180374,0.28456719020722093,0.3119709256568086,0.21701650861719893,0.17635498639126493,0.21986303137636057,0.20765884216029445,0.21762108755473014
2020-07-07,0.15339851667364698,0.15487499481203848,0.2565599594594889,0.35925504893816573,0.17137747392880567,0.2873805188652325,0.14270199446715823,0.20160279386725782,0.38829512113055675,0.27527034313995435,0.16313133180469333,0.1535394275442152,0.23303593915167847,0.0858588675800336,0.18087967555306383,0.10996495391330381,0.1962943683257246,0.13146928690444792,0.4246142746203387,0.49341222692763165,0.3061804047430321,0.2637987288650556,0.2308693716895325,0.14796566076897413,0.15026717879677964,0.20292240277832838,0.1800362131792929
2020-07-08,0.15528214692893158,0.15959257397680346,0.21034531557805541,0.3773020564418111,0.18880016953379833,0.2929051235135767,0.1298952868618142,0.2229497470866261,0.40751515321708975,0.16602940544469383,0.16788572490864415,0.22047300701867034,0.21315374620085065,0.09253717937796035,0.19872911842707522,0.12847363037277307,0.17793602964771785,0.11941505759156605,0.432985095308066,0.5045035286468177,0.3188000447022425,0.24768144393244357,0.25438209463306966,0.17015586688541817,0.16503433615831342,0.22253677259950905,0.1894216954688187
2020-07-09,0.16568245323254063,0.1626849973691117,0.21458415039223044,0.3493623580358346,0.1977381660413565,0.29714186119283137,0.10591530542309542,0.23205563654351727,0.425442760493689,0.19062645826245106,0.1698737524996206,0.2365830115900282,0.2150656818734619,0.08830662837870551,0.21538183168460961,0.12441339206260815,0.17926565125600605,0.10554825116186822,0.4385958567706546,0.5057497305962554,0.3249845816103725,0.23542413735906087,0.2559116583766189,0.17614404215344734,0.14410798945445935,0.2162181736454233,0.18745362033768112
2020-07-10,0.1684618396234306,0.16738125538726148,0.22003128803564193,0.23763042554292935,0.21653806159720118,0.2967375265644271,0.10469133623093076,0.22355507550453602,0.4335462901031434,0.2118500643465547,0.14054992595059781,0.17499909851509848,0.21517294204732482,0.08581117075226913,0.20888666812661472,0.13731955011214772,0.19457821289281602,0.11409487204673771,0.44726881654910766,0.5134153217641683,0.32360986860440133,0.2396185115954968,0.27077222783567184,0.18185558604367913,0.16529614457069453,0.22671949403315023,0.17117415585242868
2020-07-11,0.19805748324523698,0.1592180641628318,0.19796314256928826,0.36080255816211665,0.2010458685006155,0.297711809944526,0.07953007325946222,0.23944393383784807,0.4292002052443525,0.24602697700888929,0.14416811128345441,0.14210632239005966,0.23986954194641655,0.09757329709615278,0.2120214612799241,0.14261775093432896,0.20580843659179798,0.07961611023766628,0.4136817624916936,0.3734486304511245,0.3243811889018719,0.24922917760047594,0.2843445113511618,0.18015292730518753,0.12042293113124106,0.245544425826059,0.1877008673872534
2020-07-12,0.18578613740270083,0.15506777360426902,0.18289555854484757,0.3051567929482852,0.19703245648964982,0.2906354411948942,0.09053808546638036,0.19909321842130556,0.41139710382611305,0.20349469428526076,0.14043558830016478,0.14687468741206222,0.2749068766117767,0.11262435328058087,0.21606449659359658,0.13808785733087206,0.18224299505994704,0.08354968450804039,0.4381905733496759,0.3844224784720383,0.34711601820125515,0.24324490043776592,0.2845832009311582,0.17111104180061568,0.16528313338998368,0.24451140998745008,0.2066813071775529
2020-07-13,0.20141163144187493,0.15419234954063213,0.20909901797255695,0.33981060160468296,0.2056798545049348,0.2767065418765404,0.08382240977518148,0.19509168201118815,0.41956684489027013,0.22394791000287442,0.11736515588651808,0.15854634074399987,0.2905742406945804,0.12197981231993454,0.18226469473571097,0.11663330641084108,0.14847100692110649,0.10548030372834172,0.4080035324113984,0.4332015887653678,0.3576207465412998,0.28528592368179256,0.29829042384995724,0.14868017126492142,0.1263798402202935,0.22981542345094758,0.20701076975191407
2020-07-14,0.17881372387541694,0.15262795628139467,0.16574763205371124,0.3253496266956649,0.21542258391411795,0.2934398136736198,0.0941430629308276,0.1681281166298019,0.4514586784316078,0.24035573278597816,0.11854945957335976,0.15728539756963844,0.3565765930128371,0.1280941936844571,0.16513039552308015,0.12925368754118147,0.13585057149412974,0.1125009390894345,0.39901196305187236,0.40265278151394857,0.3733059686842414,0.28097675853334786,0.31375529770179655,0.13864697159212847,0.1304936747731624,0.30124868489630735,0.22615030389825552
2020-07-15,0.16731671307308865,0.15701041859918555,0.18288195560433324,0.2877788965793924,0.21521263777171742,0.2955830718276592,0.0806480120726685,0.12590671685445606,0.484109115890822,0.19691885604302364,0.1156377435267752,0.15758557657480315,0.3910778172380969,0.12742079609455534,0.17354800030141035,0.13992662668053488,0.13313635768567514,0.12563256403473355,0.41204864040458744,0.37876748607099775,0.39495841166789303,0.2738058647378401,0.3256676573737223,0.14499613918155446,0.13153318681088091,0.3489761987445791,0.25378010451161065
2020-07-16,0.16671741937251047,0.155481138315853,0.17491075763001654,0.28974120920960383,0.22334733928074546,0.3167883903483771,0.05678420587102061,0.1616856315689523,0.4676847042829416,0.18608856185570555,0.12223515768648485,0.14919022934178228,0.4786404937218982,0.1360254726641208,0.1761238380537535,0.14901626510492297,0.12237148547409608,0.13233086932704924,0.39633720655385496,0.35303711987541064,0.3489405320286812,0.2796789735140999,0.2758763951559716,0.1634857287573961,0.13803690169263155,0.353210982436855,0.23897574959650275
2020-07-17,0.19518194560532884,0.14828926958901287,0.15051366797764396,0.32024006955590617,0.2364590251798691,0.3125578203911185,0.06033945734017854,0.15883034591477047,0.49367025423067085,0.17672005872334404,0.11986174926111226,0.14554757934019996,0.32141160908542904,0.15134026115006646,0.18653847257937065,0.1527176089571225,0.22133823168213254,0.11461787581692091,0.41203029788543916,0.2989944541612763,0.35350599229323243,0.28141659703659627,0.33005181586757504,0.17335370047361395,0.1406904820799411,0.36872532938646974,0.28796828973031047
2020-07-18,0.19483217484659215,0.19633715054072964,0.21664886205942252,0.3797878663266886,0.2483005099119318,0.25532129623679384,0.06551892824389231,0.1477420830392574,0.5390128392924075,0.16113030517335478,0.12536663230122094,0.17336213472299833,0.5050360450014522,0.13348476063680373,0.21984662335703087,0.1619077817783173,0.10879754840587826,0.11291454478711106,0.42006517665318605,0.32621352632714695,0.36162913811665576,0.26009091848468363,0.34422494599674347,0.19197703666965119,0.12335162717022964,0.3958568997412996,0.29888409685667283
2020-07-19,0.2189113123350675,0.3013977052031394,0.218633545759464,0.370282930906698,0.26201022409151364,0.25114803851337186,0.07557563245493526,0.10975235865593846,0.5422011194757658,0.13179832941759276,0.11554912769195716,0.1894367134541435,0.553038015663402,0.13502694875719054,0.2155914014968471,0.16833320940985994,0.12319481596769961,0.09552406160990792,0.360047255058501,0.3477631790227811,0.3569642652976945,0.20801542005659757,0.29938604753009007,0.1968146503362116,0.17690407043668144,0.35462019970465924,0.21898006576029622
2020-07-20,0.2348802264431336,0.5094060710556538,0.2049623568498314,0.3888467447352292,0.2737044668401339,0.26221559192669086,0.06156067854792188,0.11461737268923126,0.6074744764041946,0.1442994953320953,0.124472994230673,0.18370348408510462,0.19678007083886304,0.18854022077553514,0.22693714973271162,0.17846941870079533,0.1347815017181603,0.09852356885131613,0.3143996705747788,0.3244911759127219,0.33476885651381755,0.23768866596304283,0.32599203182471964,0.21661581613305464,0.18109621374166665,0.35939148383095404,0.26324294746885746
2020-07-21,0.24365969813182253,0.5023735021826087,0.14334714110702088,0.4411862093008413,0.24125540264131326,0.24806949733025013,0.061992269120850686,0.08336878864445761,0.40082023017067764,0.151139216214483,0.1203549853542839,0.17333276177316811,0.21311325558942723,0.20126166911309273,0.2445629030430561,0.1732658122015758,0.15584071866911295,0.09877167160109265,0.3120962542477357,0.280993628626065,0.2969873206143612,0.2915027712254878,0.3577601214204174,0.21628045819702044,0.2027095173059262,0.42910863459164317,0.24223945043586903
2020-07-22,0.27416854562671283,0.403432441965626,0.1590526809150653,0.3666904811202639,0.18229082531139854,0.2527271862009153,0.06441725903433373,0.07515164516344651,0.2963604081948301,0.12772252957294267,0.1278003451790974,0.12361543452011432,0.19472540109619252,0.18356777965560855,0.19095501949979787,0.19288881046406464,0.18561075109089004,0.11364733982323284,0.32433927690526554,0.28011560572167027,0.2783425107330269,0.2858538773005293,0.387123632923917,0.16913373261439887,0.20710803101514974,0.3348770646828743,0.22645013871737868
2020-07-23,0.2538343690967799,0.2547669898074124,0.13750191107001156,0.27565838224652045,0.15699724440316587,0.24302045670208167,0.05518270542634014,0.0872809486940136,0.2292986233469018,0.1300284068305134,0.1131239796398948,0.21687500223549305,0.19130749519366733,0.20695244574069271,0.20734088583280008,0.1490212893403125,0.18601897947125803,0.13194154068270636,0.35040381114920793,0.28361615391490425,0.29131661573044126,0.2769893863909895,0.40697750210120287,0.14909079810629833,0.22068958346175227,0.34066593191506345,0.2267721162924194
2020-07-24,0.2581500426568784,0.09882737956492779,0.15494396740375063,0.2669137667273487,0.1481329745368389,0.24178959153984575,0.05465903155431552,0.08050381843860248,0.2290035051642394,0.13344668926171455,0.10868585111321194,0.13250102157602286,0.2056399497498203,0.19453102315325166,0.1943781135301093,0.13910895697159878,0.1902111131574722,0.11675334784368054,0.38687911401671937,0.28490103786431725,0.2907528768700817,0.2803711731644743,0.37969435340506863,0.12916617579223136,0.2515629912614233,0.2691046482488613,0.19486769763678416
2020-07-25,0.2793036675656959,0.10943508929927104,0.11736229643045831,0.26364516882281636,0.150513641069749,0.23837197262433912,0.04879735328279045,0.09876156868685561,0.21622607376750297,0.1265712121804155,0.10631086756565701,0.16962295464825675,0.22339540527674498,0.19340437654266499,0.20934966025871624,0.14637052248693885,0.18486038796295054,0.17248022067510185,0.32494298016550127,0.2952816828772568,0.33604193774419794,0.28853675875804613,0.3530647948299375,0.13574682223184315,0.25656030600381885,0.25356225080469813,0.14816734521853991
2020-07-26,0.2700739747243813,0.08545301801667592,0.10705366755016968,0.2518460168876188,0.14365964093976266,0.21607101164275924,0.0705882676132058,0.09933292955425557,0.24368641827136037,0.1253334272594748,0.10550870050162656,0.10708700486203883,0.25180609186647956,0.19044530841082885,0.23399690753375474,0.17996578478874836,0.20366066716084888,0.1822226559443655,0.26955164686121214,0.2882410857264797,0.28510173422950447,0.29141771261224486,0.3872705233705742,0.14694577395022185,0.2254891528361445,0.24352612550500394,0.1268689800866522
2020-07-27,0.27178242070190367,0.09528052656785271,0.1348416185176395,0.2493257967042182,0.14647046642998968,0.2367272712448283,0.08234302775370288,0.11730571281040278,0.22481154062676442,0.1446907115341611,0.10365067491632833,0.1113508614918676,0.23522445293192523,0.144894451076036,0.2646259542184411,0.1909835415330994,0.2380551523063297,0.19183664463039746,0.27176055331981397,0.32804219674685137,0.2715555050314036,0.2800654065474255,0.41524243467253635,0.17029848601656794,0.2651954503729247,0.2574317739591081,0.08984649069343434
2020-07-28,0.2894667834113201,0.10928367428686128,0.13488104555464894,0.2487317732116087,0.1433944494452875,0.22012354608994866,0.10509407050318792,0.10570988154036742,0.22897125024064838,0.1384274251595027,0.12295302904963142,0.10549589097273501,0.20658060544440593,0.15526216143025975,0.2600535009977682,0.17742816322031474,0.23792087658203848,0.20473085135526958,0.28058548539634925,0.35395641150153495,0.2196498911880812,0.2801038592344303,0.3595681105699876,0.14566494701844077,0.29809051027489125,0.23273662010591417,0.13063582267789284
2020-07-29,0.284821366114754,0.12266278737883256,0.13811085903059606,0.27417647507936294,0.142063265263861,0.23902553076042424,0.08977218703845619,0.11121159691210827,0.22462747509396352,0.1374242150642264,0.12846683985305463,0.10601215837656845,0.202243053869969,0.1664374358020395,0.2600864458056554,0.2000369213705936,0.23945529482635655,0.2186711712361327,0.28728738473762605,0.41291940721608544,0.2115770202328709,0.28246947439506354,0.34729952423252203,0.15605343690812326,0.3338277632016157,0.24248227755811705,0.09368154110638545
2020-07-30,0.28246081770021775,0.121731899519474,0.13288113130983867,0.28637240356210597,0.1391685470589955,0.25525719149944853,0.09432275736620208,0.10169597176078975,0.23925034358257444,0.14302540391587748,0.1224450425853687,0.10928268674858378,0.2010057897318598,0.18895314974679,0.2198343741009557,0.21844448172573858,0.2409227059822731,0.21800620810525162,0.2921678298449641,0.40455763996220523,0.2153489614602352,0.2694574872339841,0.3400804981631241,0.19740979440233042,0.35395814417195653,0.25278530248391945,0.10806586433226328
2020-07-31,0.2563184421891102,0.11360060207092157,0.1254433077015449,0.24806589516006966,0.1401440795127998,0.254091596093782,0.0871620256420626,0.09200627081874897,0.22965452847993909,0.15221104979791167,0.12661291090154642,0.11364201363281025,0.20239280474616522,0.22277912726394972,0.25969300177084487,0.21669367494875727,0.24885004237857128,0.19149543280799702,0.29374640461367973,0.4215788621968744,0.22039719752858292,0.2669252524536731,0.32038269950025516,0.19381997305094326,0.36390895294236647,0.2429588119808741,0.10020553240507658
